file_name,artist,title,genre,year,duration,tempo,energy_rms,key_index,spectral_centroid,spectral_bandwidth,zero_crossing_rate,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,playcount,listeners
Childish Gambino - This Is America.m4a,Childish Gambino,This Is America,hip_hop;rap;trap,,244.90086167800453,117.45383522727272,0.1661084592342376,4.0,1912.7982507459485,2146.193571059064,0.0811956541457043,-140.1642608642578,92.37488555908205,-9.152090072631838,-2.3908495903015137,-6.278613567352296,-3.7356312274932866,-18.21487617492676,-2.521350383758545,-6.995244026184082,1.93683660030365,-3.158097982406616,0.9364770650863646,-4.9761505126953125,7021307.0,858188.0000000001
Chris Brown - Tempo.mp3,Chris Brown,Tempo,,2017-10-31,220.3951020408164,123.046875,0.2001546621322631,2.0000000000000004,2350.1909736168013,2567.3227136758687,0.0874905896260642,-103.19287872314452,85.54837799072266,9.56906509399414,13.935412406921388,1.517435073852539,-6.623022556304932,-4.711853504180908,4.659627914428711,-4.228536605834961,10.187713623046877,0.004229849670082331,11.43881893157959,7.65312099456787,303821.0,38048.0
Chris Brown - Iffy.mp3,Chris Brown,Iffy,,2022-01-14,190.26,129.19921875,0.2870577275753021,11.0,2381.4721035962093,2614.258978511377,0.0768878570651122,-68.21375274658203,97.36245727539062,16.074073791503906,14.448777198791504,2.951298952102661,8.807916641235352,-2.7771992683410645,4.436473369598389,-5.236203193664551,-0.014003505930304527,0.5975145101547241,0.813327670097351,-0.8190545439720154,267739.0,34789.000000000015
Chris Brown - Indigo.mp3,Chris Brown,Indigo,,2019-06-28,192.6266666666667,151.99908088235293,0.2467961013317108,8.0,2127.47354475302,2283.596807165356,0.0869340926131966,-89.16764068603516,105.96810913085938,14.155963897705078,9.857057571411133,6.909063816070557,-3.7735829353332524,-12.435846328735352,-0.8140539526939394,-13.71861553192139,-1.4138716459274292,-7.801812171936035,-5.143733978271484,-3.866178750991821,539813.0,51070.0
Chris Brown - Technology.mp3,Chris Brown,Technology,,2019-10-04,208.96,92.28515625,0.1493905633687973,10.0,2730.897687689531,2826.801551552586,0.1052181846217105,-132.8848419189453,78.9552001953125,13.93761920928955,3.1701149940490723,7.224853515625,-13.050646781921387,-13.0153169631958,-1.2606592178344729,-9.902688026428224,0.3251323997974396,-10.666910171508786,-4.973366737365723,-5.880157947540283,42874.0,6652.0
Chris Brown - Loyal.mp3,Chris Brown,Loyal,,2014-11-03,270.408,66.25600961538461,0.208982914686203,1.0,1954.9220019841737,2290.533058979154,0.071110303187887,-152.1127471923828,96.5743408203125,11.930227279663086,9.737651824951172,10.27873420715332,3.5798563957214355,2.806174039840698,5.181263446807861,0.4938388168811807,9.2882661819458,5.295817375183105,7.270047664642334,1.3525186777114868,490536.0000000001,101606.0
Chris Brown & Tyga feat. Boosie Badazz - Real One.mp3,"Chris Brown,  & , Tyga,  feat. , Boosie Badazz",Real One,hip_hop;pop;rap,2015-02-20,306.0244897959184,129.19921875,0.0603874325752258,5.0,1673.538653468864,1976.0636755105663,0.0766871780064822,-293.22528076171875,125.04581451416016,10.674915313720703,20.316875457763672,17.520540237426758,-2.5486195087432866,5.665239334106445,3.4921934604644767,-0.10131406038999469,4.091969966888428,-3.124669551849365,5.0336689949035645,3.532907247543335,17127.0,4453.0
Chris Brown & Young Thug - Go Crazy.mp3,"Chris Brown,  & , Young Thug",Go Crazy,contemporary;rnb;pop;rap,2020-05-05,178.59918367346938,92.28515625,0.2053821235895156,0.0,2089.3686811970606,2482.326087190975,0.0649038025469233,-145.9689178466797,95.46575164794922,26.02207374572754,6.634051322937012,4.095069885253906,0.6121546626091003,-8.602920532226562,2.028064489364624,-12.19213581085205,-5.497871398925781,-3.585383415222168,-0.8850519061088562,-2.2047808170318604,4205615.0,415628.0
Chris Brown feat. DaniLeigh - Nose Dive.mp3,"Chris Brown,  feat. , DaniLeigh",Nose Dive,,2019-10-04,198.0,129.19921875,0.2306112945079803,5.0,1664.8463840351474,2011.9152963998872,0.0533541747291021,-169.114013671875,105.58920288085938,35.376373291015625,27.19937324523925,10.336418151855469,8.7669095993042,-0.6069875359535217,-3.5763635635375977,-10.148475646972656,-1.148747444152832,-5.449261665344238,-6.489146709442139,-7.685372352600098,663.0,186.0
Chris Brown feat. Davido - Lower Body.mp3,"Chris Brown,  feat. , Davido",Lower Body,,2019-10-04,183.82666666666665,112.34714673913044,0.2650672197341919,4.0,2222.9492619560465,2676.421567034188,0.0686137196449303,-61.295047760009766,88.3724136352539,18.80759048461914,22.016809463500977,-1.0802109241485596,3.983608484268189,1.562883615493774,4.767967700958252,0.8711670637130728,2.6387932300567627,-2.17989468574524,2.619980335235596,-9.062227249145508,669.0,232.0
Chris Brown feat. Juvenile & Juicy J - Emerald  Burgundy.mp3,"Chris Brown,  feat. , Juvenile,  & , Juicy J",Emerald / Burgundy,,2019-06-28,399.31999999999994,89.10290948275862,0.2183175534009933,3.0,2024.989494977436,2296.842611801373,0.0780044413941563,-103.38638305664062,97.08908081054688,14.102231979370115,17.724000930786133,8.58509349822998,6.056271553039551,-9.99891757965088,4.080756664276123,-3.43168830871582,8.301909446716309,-1.0998715162277222,2.0031542778015137,-0.5730579495429993,1406.0,303.0
Chris Brown feat. Lil Wayne - Gimme That (radio edit).mp3,"Chris Brown,  feat. , Lil Wayne",Gimme That (radio edit),hip_hop;pop;rap,2006-07-17,186.9061224489796,172.265625,0.2472441047430038,6.0,2312.3582656244234,2643.741213813946,0.068189685927825,-114.27377319335938,71.50057220458984,7.73491907119751,20.291831970214844,13.609981536865234,7.805023193359375,8.076457977294922,19.23933982849121,8.507767677307127,14.516823768615724,4.691096305847167,6.943481922149658,1.3117308616638184,155.0,47.0
Chris Brown feat. Nicki Minaj & G‐Eazy - Wobble Up.mp3,"Chris Brown,  feat. , Nicki Minaj,  & , G‐Eazy",Wobble Up,,2019-04-17,221.0533333333333,95.703125,0.2387982010841369,11.0,3011.565713349282,2719.619113615866,0.1399349059113777,-47.626346588134766,65.26289367675781,-1.820478081703186,9.830536842346191,3.8158719539642334,-0.09788858145475388,0.49893316626548767,3.7112302780151367,-6.210716724395752,3.1704635620117188,0.827406644821167,4.828062057495117,2.5069308280944824,170068.0,20775.0
"Chris Brown feat. Rich the Kid, Yella Beezy & Sage the Gemini - Only When I Drive  Blamed.mp3","Chris Brown,  feat. , Rich the Kid, , , Yella Beezy,  & , Sage the Gemini",Only When I Drive / Blamed,,2019-10-04,390.0,161.4990234375,0.2719395160675049,11.0,2544.5936010341297,2501.81478247956,0.1016875937258127,-69.26123809814453,80.8487777709961,-3.94907808303833,3.047515869140625,-7.786079883575439,2.0199315547943115,-11.660138130187988,0.9409452080726622,-5.975887298583984,1.1586114168167114,-3.97561287879944,-0.0731847882270813,4.319530010223389,9.0,3.0
Chris Brown feat. Tory Lanez - Tell Me How You Feel.mp3,"Chris Brown,  feat. , Tory Lanez",Tell Me How You Feel,,2019-10-04,209.88,80.74951171875,0.2733434438705444,11.0,2129.521682407468,2483.908707019353,0.070639784491099,-78.99861907958984,92.16690826416016,16.70976448059082,29.5507869720459,8.479273796081543,4.07196855545044,0.14610286056995392,6.803964138031006,2.566021203994751,12.840476989746094,-1.4560654163360596,5.7815046310424805,6.237558841705321,445.0,138.0
Chris Brown feat. Tyga - All I Want.mp3,"Chris Brown,  feat. , Tyga",All I Want,,2019-06-28,213.6533333333333,107.666015625,0.286081463098526,9.0,2822.311978403362,2847.0021235133167,0.0861593429518188,-77.50186157226562,71.32281494140625,28.422840118408203,8.748085021972656,2.7617347240448,2.9765055179595947,-3.8599040508270255,10.21872615814209,-6.198346614837647,9.87462043762207,1.6087028980255127,2.37984561920166,2.7614378929138184,4004.0,1197.0
Ciara - Level Up.m4a,Ciara,Level Up,,,211.3015873015873,151.99908088235293,0.2375273406505584,10.0,2372.9119636126443,2672.269212905497,0.0789872396841137,-110.45150756835938,84.09672546386719,9.638924598693848,24.14982414245605,9.793108940124512,5.502840042114258,18.13820457458496,-4.919120788574219,6.914330005645752,10.20608901977539,-0.29313230514526367,1.7334439754486084,-1.1468738317489624,1434328.0,220863.0
Clara Luciani - Respire encore.mp3,Clara Luciani,Respire encore,,2021-06-11,228.62367346938777,117.45383522727272,0.1777383387088775,11.0,2277.980228771504,2745.7925853714764,0.0765443217274574,-103.64380645751952,94.85657501220705,25.31223487854004,22.71278190612793,13.44098949432373,7.99722146987915,4.730760097503662,1.0132381916046143,-0.5948134064674377,4.520913124084473,-8.056793212890625,1.2197046279907229,-5.462525367736816,268670.0,31031.999999999985
Claudio Capéo - Je vous embrasse fort.mp3,Claudio Capéo,Je vous embrasse fort,,2016-07-15,204.5387755102041,107.666015625,0.1387626975774765,4.0,2008.7519554075448,2255.279566119815,0.0846204255756579,-151.22886657714844,108.72821044921876,13.848284721374512,23.414081573486328,-5.585459232330323,11.272856712341309,-11.97317600250244,-3.4966516494750977,-3.4448423385620117,-10.111083030700684,-3.065622329711914,-3.076910257339477,-5.8715691566467285,10731.0,1909.0
Clean Bandit - Rather Be.mp3,Clean Bandit,Rather Be,,2014-08-21,254.850612244898,89.10290948275862,0.17849001288414,11.0,2590.052667813838,2458.2039992778705,0.1159828587582236,-81.42625427246094,74.31475830078125,-17.03969955444336,18.3421573638916,9.7609224319458,3.138474941253662,-10.503026008605955,4.014456272125244,-9.492704391479492,-1.245483040809631,-4.838038921356201,-1.9267423152923584,-3.1601603031158447,323963.0,44322.0
Clean Bandit and Mabel feat. 24kGoldn - Tick Tock.mp3,"Clean Bandit,  and , Mabel,  feat. , 24kGoldn",Tick Tock,electronic;pop,2019-02-08,183.86,99.38401442307692,0.1752610802650451,2.0000000000000004,2607.370822912601,2606.6870410908737,0.1098583682033668,-100.58192443847656,81.093994140625,-2.514270305633545,14.996807098388672,-0.6497129201889038,-9.427855491638184,5.18669319152832,-8.984606742858887,-6.248548984527588,1.560168981552124,-10.943593978881836,3.686135292053223,-7.629314422607422,4684.0,707.0
Clean Bandit feat. Sean Paul & Anne‐Marie - Rockabye.mp3,"Clean Bandit,  feat. , Sean Paul,  & , Anne‐Marie",Rockabye,dance;pop,2016-10-21,249.75673469387755,135.99917763157896,0.2103564888238906,0.0,2475.4750701694275,2459.834518450258,0.1228766190378289,-79.02552795410156,87.70996856689453,-14.399569511413576,8.776527404785156,1.3804628849029537,-13.184080123901367,4.764079570770262,-11.693426132202147,-7.113242149353027,2.957258462905884,-13.04900074005127,0.5179702043533326,-7.5321364402771,139651.0,26553.999999999985
Clean Bandit feat. Zara Larsson - Symphony (Cash Cash remix).mp3,"Clean Bandit,  feat. , Zara Larsson",Symphony (Cash Cash remix),,2017-05-25,246.0995918367347,135.99917763157896,0.0737254694104194,9.0,1727.980307853231,1873.545019393768,0.0792725743154992,-275.05859375,103.58344268798828,-1.0805784463882446,7.018129825592041,-13.270184516906738,-12.69749355316162,-2.4107375144958496,-7.982049942016602,-7.583460330963135,-6.00576114654541,-6.993122577667236,-1.6289995908737187,-5.979208469390869,62.0,27.000000000014552
Coldplay - Hymn for the Weekend.mp3,Coldplay,Hymn for the Weekend,rock;indie;pop;alternative,2018,260.688,89.10290948275862,0.0698942467570304,0.0,2685.725356458006,2354.8543694008304,0.1615632709703947,-190.1666412353516,76.7271728515625,-29.88734245300293,4.128975868225098,-8.846309661865234,-2.007514953613281,-5.184057712554932,-3.6282482147216797,-7.30767011642456,-3.161537885665893,-5.059384346008301,-2.903419256210327,-0.2336486279964447,10802520.0,1165961.0
Corneille - Le jour après la fin du monde.mp3,Corneille,Le jour après la fin du monde,,2011-06-20,229.6423333333333,135.99917763157896,0.1951877325773239,1.0,1686.715342422882,1829.7572491287751,0.0806047658064048,-152.51016235351562,117.01033020019533,-14.158322334289553,34.8088493347168,-7.122242450714112,21.57499313354492,-5.320348262786865,3.577127695083618,-6.612591743469238,10.212813377380373,-9.329580307006836,-2.764983654022217,-4.769737720489502,15757.0,3247.0
Craig Abaya - Regret (Official Music Video).mp3,Craig Abaya,Regret (Official Music Video),,,279.9020408163265,184.5703125,0.1498679518699646,8.0,1867.3043171560696,2072.670113192211,0.0789983885207043,-162.4047088623047,111.12149047851562,5.137033939361572,36.16232299804688,-1.2047284841537476,2.654308319091797,1.906548976898193,-3.6728320121765137,-7.505125999450684,2.1777780055999756,-9.25222396850586,-1.2413140535354614,-12.701460838317871,1901235.3333333335,137775.91666666666
Céline Dion - Je lui dirai.mp3,Céline Dion,Je lui dirai,ballad;french;pop,2003-10-14,236.574,135.99917763157896,0.3265648782253265,5.0,1648.469512580912,1708.4594270580428,0.0927396130635642,-72.26432037353516,138.22251892089844,-43.54177474975586,65.96747589111327,-25.20993423461914,34.02650451660156,-7.618535995483398,8.566870689392088,2.734245777130127,-2.1414730548858643,9.446261405944824,-13.025981903076172,12.21741008758545,54044.0,8574.0
Céline Dion - Pour que tu m’aimes encore.MP3,Céline Dion,Pour que tu m’aimes encore,,2004,253.766,89.10290948275862,0.1872521489858627,6.0,1531.7488940083028,1584.0338653377357,0.0736014067942144,-166.0765380859375,133.42225646972656,-8.36015033721924,49.7381477355957,-22.6928825378418,19.66975784301757,-8.412802696228027,8.493545532226562,1.2155426740646362,-7.151085853576661,7.6572604179382315,-8.950888633728027,6.91310167312622,1285.0,383.0
Céline Dion - Destin.mp3,Céline Dion,Destin,pop;rock,1995-03-27,254.325875,129.19921875,0.1878108084201812,2.0000000000000004,2412.4772493054365,2602.1952712985494,0.108599305521962,-76.47451782226562,88.33956146240234,-0.22507941722869873,20.241106033325195,3.806340456008911,-2.1754500865936284,5.394543170928955,-5.305789470672608,-1.0330274105072021,0.6663611531257629,-7.863254070281982,-1.2446366548538208,-7.284331798553467,126684.0,23872.0
Céline Dion - On ne change pas.mp3,Céline Dion,On ne change pas,ballad,,250.0505,95.703125,0.06333121657371521,5.0,1502.8479389777774,1828.2761954303087,0.0666917735947175,-269.4379272460937,123.86373138427734,15.876668930053713,23.49243927001953,-6.392191886901856,-0.21105077862739563,2.5064322948455806,-11.619925498962402,-8.221710205078125,-2.1150581836700444,-11.21595287322998,-3.633246660232544,-10.885445594787598,347000.0,43604.0
Céline Dion - Je Sais Pas.mp3,Céline Dion,Je Sais Pas,,,272.55333333333334,89.10290948275862,0.0801996961236,4.0,1764.4384485557473,1975.1639789944247,0.0872829189241486,-237.9122467041016,120.38874053955078,7.958323955535889,16.017133712768555,-2.9224555492401123,-4.212109565734863,5.469890117645264,-3.894028663635254,-6.284452438354492,-3.038062810897827,-6.113990783691406,5.807782173156738,-13.668859481811523,165508.0,31470.0
Céline Dion - Immortality.mp3,Céline Dion,Immortality,,1998,250.6774,161.4990234375,0.0568255372345447,6.0,1867.1596145193548,2089.5937678767536,0.0829747439168924,-248.6061553955078,106.32058715820312,-0.6831566095352173,19.628538131713867,-0.09178926795721054,-2.2223935127258305,1.7879545688629146,-3.423694372177124,-5.51676082611084,-1.948302030563355,-8.926496505737305,-4.610339641571045,-5.665740013122559,160506.0,36567.0
Céline Dion - En attendant ses pas.MP3,Céline Dion,En attendant ses pas,ballad;french;pop;rock,1998-08-31,247.727125,83.35433467741936,0.0717227086424827,8.0,1531.0362475889638,1944.3102394451869,0.0640443973127902,-244.9789581298828,120.84297943115234,16.108497619628906,31.3236141204834,4.174490928649902,5.608761787414551,3.688670158386232,-0.44472426176071145,-2.6843535900115967,0.925581395626068,-10.68356990814209,-2.746710538864136,-8.939722061157227,38385.0,6395.0
Céline Dion - L’Abandon.mp3,Céline Dion,L’Abandon,french;pop;rock,1998-08-31,268.0765625,143.5546875,0.1115730479359626,9.0,1452.5930012063277,2011.659103191848,0.0482232533741292,-212.02813720703125,119.39420318603516,25.086538314819336,42.456275939941406,6.847424983978272,10.97442626953125,4.035518169403076,7.1148457527160645,2.367575168609619,0.3358473777770996,-8.559441566467285,-1.235256552696228,-3.431852340698242,121.0,49.0
Céline Dion - S’il suffisait d’aimer.mp3,Céline Dion,S’il suffisait d’aimer,ballad;french;pop;rock,1998-08-31,213.538,123.046875,0.1000733524560928,5.0,1226.2152942250168,1302.4783454179817,0.0629121290271865,-243.3520965576172,140.55465698242188,-6.563587665557861,38.91274642944336,-9.45556926727295,11.103515625,-10.537296295166016,-7.50194787979126,-5.103103160858154,-12.051081657409668,-8.770963668823242,-14.81137180328369,-2.104037046432495,344.0,131.0
DJ Khaled feat. Drake - POPSTAR.mp3,"DJ Khaled,  feat. , Drake",POPSTAR,hip_hop,2020-07-17,485.694693877551,129.19921875,0.158782422542572,0.0,1823.9199978309496,2119.978593908912,0.0894361560927825,-167.46644592285156,107.3619384765625,-3.0827460289001465,10.350401878356934,9.096855163574222,2.510023832321167,-6.703419208526611,-3.9334373474121085,-2.3181674480438232,5.457691669464111,-5.828495502471924,5.896884441375732,0.11779676377773285,24707.0,6030.0
Niska - Salé (Clip Officiel)(MP3_160K)_1.mp3,DJ KipRaq,Track 06,,2014-11-23,170.256,143.5546875,0.3229328989982605,8.0,2077.8693246010366,2360.308719164356,0.0603286223514899,-121.33031463623048,84.80181884765625,29.558305740356445,24.80669593811035,6.226217269897461,7.509400367736816,-5.945223331451416,-3.1794562339782715,-11.833273887634276,1.3303736448287964,-3.9280691146850586,4.250330924987793,0.12997332215309143,184592.83333333326,22887.583333333314
Niska - Salé (Clip Officiel)-1.mp3,DJ KipRaq,Track 06,,2014-11-23,170.26,143.5546875,0.2755368947982788,8.0,2043.144153105813,2340.9283446088843,0.0594008123911571,-138.05517578125,85.50635528564453,29.3552303314209,24.669065475463867,6.643828392028809,7.1864824295043945,-6.192079544067383,-3.12656831741333,-12.18691635131836,1.2506145238876345,-3.968071937561035,4.332399368286133,0.03523069992661476,918139.5833333334,93822.66666666664
DaBaby - INTRO.mp3,DaBaby,INTRO,,2019-09-19,179.4,99.38401442307692,0.048184052109718295,7.0,3187.0602756611875,2768.663225594704,0.1468524755708204,-228.4955291748047,54.91450500488281,21.085147857666016,17.887676239013672,11.550443649291992,9.426377296447754,-16.772830963134766,5.289455890655518,-15.496834754943848,8.383395195007324,-11.065291404724121,2.3451864719390874,-1.1783676147460938,936134.0,116761.0
DaBaby feat. Roddy Ricch - ROCKSTAR.mp3,"DaBaby,  feat. , Roddy Ricch",ROCKSTAR,,2020-04-17,181.8383673469388,89.10290948275862,0.2316720485687255,10.0,2085.467106890316,2425.006798646365,0.0754305718483939,-141.74366760253906,91.21183013916016,13.181266784667969,12.75361156463623,9.514294624328612,2.12453031539917,-7.71762752532959,0.07628563046455383,-16.9494571685791,-4.030616760253906,-12.391769409179688,-5.204164028167725,-5.1965179443359375,85078.0,17020.0
Dadju - Papa.m4a,Dadju,Papa,,,242.97360544217688,143.5546875,0.2420104146003723,7.0,2374.686181904664,2595.7218827277807,0.0953888789788119,-100.20543670654295,79.17019653320312,-0.25928017497062683,7.9871764183044425,12.498635292053226,0.6809679269790649,-8.871039390563965,-3.2983572483062744,-12.35142993927002,0.1552073061466217,-1.7871103286743164,-10.41824722290039,-6.316815376281738,9951.0,1595.0
Dadju - Toi d'abord.m4a,Dadju,Toi d'abord,,,238.3760544217687,95.703125,0.1797353476285934,7.0,2312.941439552871,2374.456979434289,0.0903773824496904,-116.00609588623048,85.13390350341797,-0.6080929040908813,11.560713768005373,1.785263180732727,2.237729787826538,-10.80510425567627,-1.457389950752259,-10.661465644836426,-6.507326602935791,-7.072251319885254,-6.223267555236816,-6.971273899078369,9778.0,1823.0
Dadju - Mauvaise déduction.mp3,Dadju,Mauvaise déduction,,2022-05-12,194.1753514739229,117.45383522727272,0.2192506790161132,1.0,2387.6421164539406,2535.5280593952966,0.0944185522687693,-94.43595886230467,99.0645523071289,13.613728523254396,5.248571395874023,16.917068481445312,6.723827838897705,-4.374471664428711,4.994214057922363,-15.348400115966797,-1.6721259355545044,-7.109524726867676,0.018508486449718392,-0.0713312029838562,2480.0,555.0000000000146
Dadju - Bob Marley.mp3,Dadju,Bob Marley,,2017-11-24,213.1330612244898,89.10290948275862,0.1568269580602646,0.0,2205.9458222182043,2508.6707813482385,0.0792198535458591,-150.18775939941406,90.82488250732422,19.959205627441406,18.319808959960938,12.021254539489746,9.280980110168455,-5.331399440765381,7.449924945831299,-6.099655628204346,1.1884353160858154,-2.6923582553863525,7.291593074798584,5.430820941925048,122419.0,20057.0
Dadju - Comme si de rien n'était.mp3,Dadju,Comme si de rien n'était,,2017-11-24,235.2933333333333,107.666015625,0.2049494832754135,11.0,1903.7663452686,2211.2095639756485,0.0750868475474071,-137.49891662597656,117.66798400878906,14.935239791870115,10.1639404296875,13.969024658203125,3.1926076412200928,-7.47255277633667,0.6332448720932007,-7.597161769866943,-6.419922828674316,-8.479251861572266,-1.3095638751983645,2.314532995223999,26485.0,3914.0
Dadju - Déjà donné.mp3,Dadju,Déjà donné,,2017-11-24,244.2,64.599609375,0.2640216648578644,11.0,2632.7834587671364,2783.4668459828176,0.0920659587848297,-84.02368927001953,74.08895111083984,22.253868103027344,12.352937698364258,9.993955612182615,4.007399082183838,-14.990446090698242,6.588953971862793,-13.39649772644043,-2.842546939849853,-2.886934518814087,-1.2874817848205566,0.8662784099578857,11818.0,2126.0
Dadju - Intuition.mp3,Dadju,Intuition,,2017-11-24,187.34666666666664,135.99917763157896,0.2526558339595794,10.0,2294.2588497789457,2598.709557695624,0.0834275000604682,-78.99224853515625,92.80778503417967,8.601025581359863,13.627860069274902,8.392413139343262,-0.0008089520270004869,-6.606897354125977,1.2319031953811646,-5.746185779571533,-2.6003243923187256,-2.430173397064209,-2.545561552047729,-4.50045108795166,15125.0,2715.0
Dadju - J'ai dit non.mp3,Dadju,J'ai dit non,,2017-11-24,196.0533333333333,99.38401442307692,0.3279373049736023,10.0,2123.913952251084,2570.588523804576,0.067016979489164,-62.99407958984375,93.96646118164062,23.15102195739746,21.82484245300293,11.149580955505373,0.3929036259651184,-5.510533809661865,5.876368999481201,-7.240802764892578,-0.36520859599113453,-4.485018730163574,3.840807199478149,2.2809653282165527,16028.0,2869.0
Dadju - Lionne.mp3,Dadju,Lionne,,2017-11-24,224.6,99.38401442307692,0.2719134390354156,8.0,1899.963495528392,2386.303389445312,0.0482559440305727,-132.26239013671875,91.15885925292967,34.7850456237793,35.645835876464844,31.173145294189453,12.440784454345703,-1.9180004596710205,14.498558044433594,2.352694272994995,10.463505744934082,2.7597148418426523,4.531734466552734,7.265645980834962,40715.0,7207.0
Dadju - Oublie-le.mp3,Dadju,Oublie-le,,2017-11-24,202.0133333333333,112.34714673913044,0.2816168665885925,5.0,2405.7931633345347,2777.477826010293,0.0788691376015866,-66.89816284179688,91.57637786865234,20.55873107910156,11.811468124389648,21.3651123046875,7.755064010620117,4.429116725921631,13.472005844116213,-5.575595378875732,3.6946280002593994,-3.435063600540161,4.714449405670166,1.952330231666565,128964.0,12471.0
Dadju - Jaloux.mp3,Dadju,Jaloux,,2018-10-03,232.752,143.5546875,0.2849480509757995,10.0,2932.65699914638,2935.471079813324,0.109662980118034,-48.193946838378906,64.9699935913086,12.7860107421875,10.80284595489502,7.355071067810059,2.6105525493621826,-9.77337646484375,2.618706464767456,-8.702110290527344,0.03697974607348442,-3.528687000274658,-3.696460962295532,-3.875409603118897,157139.0,20582.0
Dadju - Ma Woman.mp3,Dadju,Ma Woman,,2019-11-17,231.9934693877551,99.38401442307692,0.2534078359603882,5.0,2228.202594022359,2552.752954714115,0.0668971767366486,-112.37567901611328,81.40933227539062,14.230548858642578,28.077152252197266,18.568931579589844,6.3683061599731445,4.777937889099121,9.882628440856934,0.3747396171092996,0.4513181447982788,-1.928063154220581,0.019727582111954606,-4.141190528869629,13818.0,1867.0
Dadju - Maamou.mp3,Dadju,Maamou,,2019-11-17,262.632,107.666015625,0.2428272366523742,8.0,2101.479646785976,2328.548874879837,0.0855903743590363,-114.1339874267578,97.36897277832033,5.323812007904053,14.30251407623291,18.30967330932617,2.218897819519043,-12.419647216796877,4.150835037231445,-10.943459510803224,-6.048027038574219,-2.0935776233673096,-3.0306966304779053,-3.3465051651000977,9181.0,1279.9999999999854
Dadju - Normal.mp3,Dadju,Normal,,2019-11-17,201.9265306122449,123.046875,0.2448477298021316,7.0,2281.049292340301,2463.3781581666503,0.08554540108601,-108.29012298583984,91.56394958496094,16.08854866027832,17.92551040649414,5.086430549621582,-2.0342857837677006,-6.59514856338501,1.8897565603256223,-10.659462928771973,3.1620028018951416,-5.343635559082031,-5.1845788955688485,-3.766563653945923,9260.0,1460.0
Dadju - Promesse.mp3,Dadju,Promesse,,2019-11-17,202.3333333333333,151.99908088235293,0.2436439841985702,7.0,2580.432447345633,2827.1987971110384,0.0910145668053405,-93.69593048095705,74.68833923339844,21.888648986816406,23.589330673217773,14.318341255187988,8.808924674987793,-3.621005773544312,0.5694677233695984,-8.649876594543457,-4.38886022567749,-0.3224439024925232,1.9954239130020146,-2.614781618118286,6219.0,1147.0
Dadju - Amour toxic.mp3,Dadju,Amour toxic,,2020-09-25,228.504,135.99917763157896,0.1617844253778457,9.0,1844.6564710751616,2301.179166749412,0.0627596356182275,-190.0238800048828,108.5309600830078,31.56215476989746,5.448484897613525,11.51106071472168,-1.7264369726181035,-1.251498103141785,-2.050349950790406,-10.951281547546388,-5.1895365715026855,-3.5317606925964355,-3.2260937690734863,-5.501399993896484,70111.0,9665.999999999985
Dadju - Elle me demande.mp3,Dadju,Elle me demande,,2020-10-30,222.192,95.703125,0.1896259039640426,10.0,2633.554957682765,2730.073409139113,0.0999687832575464,-129.57754516601562,76.83798217773438,8.137969017028809,-10.254281997680664,0.11311477422714233,-12.217930793762209,-21.74542617797852,-12.78190612792969,-18.543184280395508,-15.662582397460936,-14.01158618927002,-10.170641899108888,-11.773504257202148,15469.0,2346.0
Dadju - La roue tourne.mp3,Dadju,La roue tourne,,2020-10-30,204.1469387755102,92.28515625,0.2125040292739868,9.0,1969.6935081912247,2384.4481472719103,0.0739322815886222,-128.13482666015625,106.90010833740234,11.6197509765625,-1.831842303276062,3.1486289501190186,-7.727741718292236,-18.97816276550293,-7.0253753662109375,-11.114684104919434,-15.209678649902344,-9.257661819458008,-14.43417263031006,-11.47071552276611,3840.0,704.0
Dadju - Piqûre de rappel.mp3,Dadju,Piqûre de rappel,,2020-10-30,169.534693877551,135.99917763157896,0.2723620533943176,7.0,2052.3504984296706,2392.442367601914,0.0726084044843266,-128.8572998046875,96.1826171875,32.23240280151367,12.390484809875488,13.291428565979,-2.0710358619689946,-17.79483985900879,-0.6679750084877016,-17.611690521240234,-5.225482940673828,-7.229546546936035,-4.143327236175537,-0.9777926802635193,2718.0,467.00000000001455
Dadju - Va dire à ton ex.mp3,Dadju,Va dire à ton ex,,2020-10-30,301.98,107.666015625,0.11443797498941422,2.0000000000000004,1751.8807347959169,2169.1699102675752,0.0658489971338041,-208.0624237060547,97.86551666259766,24.602739334106445,20.086376190185547,13.652706146240234,3.338120698928833,-5.852895736694336,-1.6257249116897585,-9.155962944030762,-10.439716339111328,-6.667473793029785,-4.401031017303467,-9.265575408935549,32587.0,3585.0
Dadju - Le dua.mp3,Dadju,Le dua,,2021-06-02,160.776,135.99917763157896,0.2011304646730423,8.0,2619.226510295536,2764.4494159479736,0.1117247590339589,-94.64554595947266,91.4301986694336,21.56760597229004,7.0576276779174805,10.788274765014648,-5.1051554679870605,-5.388860702514648,-2.397575855255127,-15.440336227416992,-7.4073805809021,-1.4848425388336182,-7.999235153198242,-2.6703319549560547,7586.0,1095.0
